,0,1,2,3
894,0.15,0.55,31,11
895,0.15,0.56,31,11
896,0.15,0.57,31,11
897,0.15,0.58,31,7
898,0.15,0.59,31,6
899,0.15,0.6,31,5
900,0.16,0.01,30,48
901,0.16,0.02,30,48
902,0.16,0.03,30,48
903,0.16,0.04,30,48
904,0.16,0.05,30,48
905,0.16,0.06,30,48
906,0.16,0.07,30,48
907,0.16,0.08,30,48
908,0.16,0.09,30,48
909,0.16,0.1,30,48
910,0.16,0.11,30,48
911,0.16,0.12,30,48
912,0.16,0.13,30,48
913,0.16,0.14,30,48
914,0.16,0.15,30,48
915,0.16,0.16,30,48
916,0.16,0.17,30,48
917,0.16,0.18,30,48
918,0.16,0.19,30,48
919,0.16,0.2,30,48
920,0.16,0.21,30,48
921,0.16,0.22,30,48
922,0.16,0.23,30,48
923,0.16,0.24,30,48
924,0.16,0.25,30,48
925,0.16,0.26,30,48
926,0.16,0.27,30,48
927,0.16,0.28,30,48
928,0.16,0.29,30,48
929,0.16,0.3,30,48
930,0.16,0.31,30,48
931,0.16,0.32,30,48
932,0.16,0.33,30,47
933,0.16,0.34,30,47
934,0.16,0.35,30,46
935,0.16,0.36,30,45
936,0.16,0.37,30,45
937,0.16,0.38,30,44
938,0.16,0.39,30,43
939,0.16,0.4,30,42
940,0.16,0.41,30,41
941,0.16,0.42,30,39
942,0.16,0.43,30,33
943,0.16,0.44,30,33
944,0.16,0.45,30,31
945,0.16,0.46,30,27
946,0.16,0.47,30,24
947,0.16,0.48,30,22
948,0.16,0.49,30,20
949,0.16,0.5,30,19
950,0.16,0.51,30,17
951,0.16,0.52,30,14
952,0.16,0.53,30,13
953,0.16,0.54,30,13
954,0.16,0.55,30,11
955,0.16,0.56,30,11
956,0.16,0.57,30,11
957,0.16,0.58,30,7
958,0.16,0.59,30,6
959,0.16,0.6,30,5
960,0.17,0.01,28,44
961,0.17,0.02,28,44
962,0.17,0.03,28,44
963,0.17,0.04,28,44
964,0.17,0.05,28,44
965,0.17,0.06,28,44
966,0.17,0.07,28,44
967,0.17,0.08,28,44
968,0.17,0.09,28,44
969,0.17,0.1,28,44
970,0.17,0.11,28,44
971,0.17,0.12,28,44
972,0.17,0.13,28,44
973,0.17,0.14,28,44
974,0.17,0.15,28,44
975,0.17,0.16,28,44
976,0.17,0.17,28,44
977,0.17,0.18,28,44
978,0.17,0.19,28,44
979,0.17,0.2,28,44
980,0.17,0.21,28,44
981,0.17,0.22,28,44
982,0.17,0.23,28,44
983,0.17,0.24,28,44
984,0.17,0.25,28,44
985,0.17,0.26,28,44
986,0.17,0.27,28,44
987,0.17,0.28,28,44
988,0.17,0.29,28,44
989,0.17,0.3,28,44
990,0.17,0.31,28,44
991,0.17,0.32,28,44
992,0.17,0.33,28,43
993,0.17,0.34,28,43
994,0.17,0.35,28,42
995,0.17,0.36,28,42
996,0.17,0.37,28,42
997,0.17,0.38,28,41
998,0.17,0.39,28,40
999,0.17,0.4,28,40
1000,0.17,0.41,28,39
1001,0.17,0.42,28,39
1002,0.17,0.43,28,33
1003,0.17,0.44,28,33
1004,0.17,0.45,28,31
1005,0.17,0.46,28,27
1006,0.17,0.47,28,24
1007,0.17,0.48,28,22
1008,0.17,0.49,28,20
1009,0.17,0.5,28,19
1010,0.17,0.51,28,17
1011,0.17,0.52,28,14
1012,0.17,0.53,28,13
1013,0.17,0.54,28,13
1014,0.17,0.55,28,11
1015,0.17,0.56,28,11
1016,0.17,0.57,28,11
1017,0.17,0.58,28,7
1018,0.17,0.59,28,6
1019,0.17,0.6,28,5
1020,0.18,0.01,27,42
1021,0.18,0.02,27,42
1022,0.18,0.03,27,42
1023,0.18,0.04,27,42
1024,0.18,0.05,27,42
1025,0.18,0.06,27,42
1026,0.18,0.07,27,42
1027,0.18,0.08,27,42
1028,0.18,0.09,27,42
1029,0.18,0.1,27,42
1030,0.18,0.11,27,42
1031,0.18,0.12,27,42
1032,0.18,0.13,27,42
1033,0.18,0.14,27,42
1034,0.18,0.15,27,42
1035,0.18,0.16,27,42
1036,0.18,0.17,27,42
1037,0.18,0.18,27,42
1038,0.18,0.19,27,42
1039,0.18,0.2,27,42
1040,0.18,0.21,27,42
1041,0.18,0.22,27,42
1042,0.18,0.23,27,42
1043,0.18,0.24,27,42
1044,0.18,0.25,27,42
1045,0.18,0.26,27,42
1046,0.18,0.27,27,42
1047,0.18,0.28,27,42
1048,0.18,0.29,27,42
1049,0.18,0.3,27,42
1050,0.18,0.31,27,42
1051,0.18,0.32,27,42
1052,0.18,0.33,27,41
1053,0.18,0.34,27,41
1054,0.18,0.35,27,40
1055,0.18,0.36,27,40
1056,0.18,0.37,27,40
1057,0.18,0.38,27,40
1058,0.18,0.39,27,39
1059,0.18,0.4,27,39
1060,0.18,0.41,27,38
1061,0.18,0.42,27,38
1062,0.18,0.43,27,32
1063,0.18,0.44,27,32
1064,0.18,0.45,27,30
1065,0.18,0.46,27,27
1066,0.18,0.47,27,24
1067,0.18,0.48,27,22
1068,0.18,0.49,27,20
1069,0.18,0.5,27,19
1070,0.18,0.51,27,17
1071,0.18,0.52,27,14
1072,0.18,0.53,27,13
1073,0.18,0.54,27,13
1074,0.18,0.55,27,11
1075,0.18,0.56,27,11
1076,0.18,0.57,27,11
1077,0.18,0.58,27,7
1078,0.18,0.59,27,6
1079,0.18,0.6,27,5
1080,0.19,0.01,25,38
1081,0.19,0.02,25,38
1082,0.19,0.03,25,38
1083,0.19,0.04,25,38
1084,0.19,0.05,25,38
1085,0.19,0.06,25,38
1086,0.19,0.07,25,38
1087,0.19,0.08,25,38
1088,0.19,0.09,25,38
1089,0.19,0.1,25,38
1090,0.19,0.11,25,38
1091,0.19,0.12,25,38
1092,0.19,0.13,25,38
1093,0.19,0.14,25,38
1094,0.19,0.15,25,38
1095,0.19,0.16,25,38
1096,0.19,0.17,25,38
1097,0.19,0.18,25,38
1098,0.19,0.19,25,38
1099,0.19,0.2,25,38
1100,0.19,0.21,25,38
1101,0.19,0.22,25,38
1102,0.19,0.23,25,38
1103,0.19,0.24,25,38
1104,0.19,0.25,25,38
1105,0.19,0.26,25,38
1106,0.19,0.27,25,38
1107,0.19,0.28,25,38
1108,0.19,0.29,25,38
1109,0.19,0.3,25,38
1110,0.19,0.31,25,38
1111,0.19,0.32,25,38
1112,0.19,0.33,25,37
1113,0.19,0.34,25,37
1114,0.19,0.35,25,36
1115,0.19,0.36,25,36
1116,0.19,0.37,25,36
1117,0.19,0.38,25,36
1118,0.19,0.39,25,35
1119,0.19,0.4,25,35
1120,0.19,0.41,25,34
1121,0.19,0.42,25,34
1122,0.19,0.43,25,29
1123,0.19,0.44,25,29
1124,0.19,0.45,25,27
1125,0.19,0.46,25,25
1126,0.19,0.47,25,24
1127,0.19,0.48,25,22
1128,0.19,0.49,25,20
1129,0.19,0.5,25,19
1130,0.19,0.51,25,17
1131,0.19,0.52,25,14
1132,0.19,0.53,25,13
1133,0.19,0.54,25,13
1134,0.19,0.55,25,11
1135,0.19,0.56,25,11
1136,0.19,0.57,25,11
1137,0.19,0.58,25,7
1138,0.19,0.59,25,6
1139,0.19,0.6,25,5
1140,0.2,0.01,24,32
1141,0.2,0.02,24,32
1142,0.2,0.03,24,32
1143,0.2,0.04,24,32
1144,0.2,0.05,24,32
1145,0.2,0.06,24,32
1146,0.2,0.07,24,32
1147,0.2,0.08,24,32
1148,0.2,0.09,24,32
1149,0.2,0.1,24,32
1150,0.2,0.11,24,32
1151,0.2,0.12,24,32
1152,0.2,0.13,24,32
1153,0.2,0.14,24,32
1154,0.2,0.15,24,32
1155,0.2,0.16,24,32
1156,0.2,0.17,24,32
1157,0.2,0.18,24,32
1158,0.2,0.19,24,32
1159,0.2,0.2,24,32
1160,0.2,0.21,24,32
1161,0.2,0.22,24,32
1162,0.2,0.23,24,32
1163,0.2,0.24,24,32
1164,0.2,0.25,24,32
1165,0.2,0.26,24,32
1166,0.2,0.27,24,32
1167,0.2,0.28,24,32
1168,0.2,0.29,24,32
1169,0.2,0.3,24,32
1170,0.2,0.31,24,32
1171,0.2,0.32,24,32
1172,0.2,0.33,24,32
1173,0.2,0.34,24,32
1174,0.2,0.35,24,32
1175,0.2,0.36,24,32
1176,0.2,0.37,24,32
1177,0.2,0.38,24,32
1178,0.2,0.39,24,31
1179,0.2,0.4,24,31
1180,0.2,0.41,24,30
1181,0.2,0.42,24,30
1182,0.2,0.43,24,25
1183,0.2,0.44,24,25
1184,0.2,0.45,24,23
1185,0.2,0.46,24,21
1186,0.2,0.47,24,20
1187,0.2,0.48,24,18
1188,0.2,0.49,24,16
1189,0.2,0.5,24,16
1190,0.2,0.51,24,14
1191,0.2,0.52,24,11
1192,0.2,0.53,24,10
1193,0.2,0.54,24,10
1194,0.2,0.55,24,8
1195,0.2,0.56,24,8
1196,0.2,0.57,24,8
1197,0.2,0.58,24,5
1198,0.2,0.59,24,4
1199,0.2,0.6,24,3
1200,0.21,0.01,23,30
1201,0.21,0.02,23,30
1202,0.21,0.03,23,30
1203,0.21,0.04,23,30
1204,0.21,0.05,23,30
1205,0.21,0.06,23,30
1206,0.21,0.07,23,30
1207,0.21,0.08,23,30
1208,0.21,0.09,23,30
1209,0.21,0.1,23,30
1210,0.21,0.11,23,30
1211,0.21,0.12,23,30
1212,0.21,0.13,23,30
1213,0.21,0.14,23,30
1214,0.21,0.15,23,30
1215,0.21,0.16,23,30
1216,0.21,0.17,23,30
1217,0.21,0.18,23,30
1218,0.21,0.19,23,30
1219,0.21,0.2,23,30
1220,0.21,0.21,23,30
1221,0.21,0.22,23,30
1222,0.21,0.23,23,30
1223,0.21,0.24,23,30
1224,0.21,0.25,23,30
1225,0.21,0.26,23,30
1226,0.21,0.27,23,30
1227,0.21,0.28,23,30
1228,0.21,0.29,23,30
1229,0.21,0.3,23,30
1230,0.21,0.31,23,30
1231,0.21,0.32,23,30
1232,0.21,0.33,23,30
1233,0.21,0.34,23,30
1234,0.21,0.35,23,30
1235,0.21,0.36,23,30
1236,0.21,0.37,23,30
1237,0.21,0.38,23,30
1238,0.21,0.39,23,29
1239,0.21,0.4,23,29
1240,0.21,0.41,23,28
1241,0.21,0.42,23,28
1242,0.21,0.43,23,24
1243,0.21,0.44,23,24
1244,0.21,0.45,23,22
1245,0.21,0.46,23,20
1246,0.21,0.47,23,19
1247,0.21,0.48,23,17
1248,0.21,0.49,23,16
1249,0.21,0.5,23,16
1250,0.21,0.51,23,14
1251,0.21,0.52,23,11
1252,0.21,0.53,23,10
1253,0.21,0.54,23,10
1254,0.21,0.55,23,8
1255,0.21,0.56,23,8
1256,0.21,0.57,23,8
1257,0.21,0.58,23,5
1258,0.21,0.59,23,4
1259,0.21,0.6,23,3
1260,0.22,0.01,21,26
1261,0.22,0.02,21,26
1262,0.22,0.03,21,26
1263,0.22,0.04,21,26
1264,0.22,0.05,21,26
1265,0.22,0.06,21,26
1266,0.22,0.07,21,26
1267,0.22,0.08,21,26
1268,0.22,0.09,21,26
1269,0.22,0.1,21,26
1270,0.22,0.11,21,26
1271,0.22,0.12,21,26
1272,0.22,0.13,21,26
1273,0.22,0.14,21,26
1274,0.22,0.15,21,26
1275,0.22,0.16,21,26
1276,0.22,0.17,21,26
1277,0.22,0.18,21,26
1278,0.22,0.19,21,26
1279,0.22,0.2,21,26
1280,0.22,0.21,21,26
1281,0.22,0.22,21,26
1282,0.22,0.23,21,26
1283,0.22,0.24,21,26
1284,0.22,0.25,21,26
1285,0.22,0.26,21,26
1286,0.22,0.27,21,26
1287,0.22,0.28,21,26
1288,0.22,0.29,21,26
1289,0.22,0.3,21,26
1290,0.22,0.31,21,26
1291,0.22,0.32,21,26
1292,0.22,0.33,21,26
1293,0.22,0.34,21,26
1294,0.22,0.35,21,26
1295,0.22,0.36,21,26
1296,0.22,0.37,21,26
1297,0.22,0.38,21,26
1298,0.22,0.39,21,25
1299,0.22,0.4,21,25
1300,0.22,0.41,21,24
1301,0.22,0.42,21,24
1302,0.22,0.43,21,20
1303,0.22,0.44,21,20
1304,0.22,0.45,21,18
1305,0.22,0.46,21,18
1306,0.22,0.47,21,17
1307,0.22,0.48,21,16
1308,0.22,0.49,21,15
1309,0.22,0.5,21,15
1310,0.22,0.51,21,14
1311,0.22,0.52,21,11
1312,0.22,0.53,21,10
1313,0.22,0.54,21,10
1314,0.22,0.55,21,8
1315,0.22,0.56,21,8
1316,0.22,0.57,21,8
1317,0.22,0.58,21,5
1318,0.22,0.59,21,4
1319,0.22,0.6,21,3
1320,0.23,0.01,17,18
1321,0.23,0.02,17,18
1322,0.23,0.03,17,18
1323,0.23,0.04,17,18
1324,0.23,0.05,17,18
1325,0.23,0.06,17,18
1326,0.23,0.07,17,18
1327,0.23,0.08,17,18
1328,0.23,0.09,17,18
1329,0.23,0.1,17,18
1330,0.23,0.11,17,18
1331,0.23,0.12,17,18
1332,0.23,0.13,17,18
1333,0.23,0.14,17,18
1334,0.23,0.15,17,18
1335,0.23,0.16,17,18
1336,0.23,0.17,17,18
1337,0.23,0.18,17,18
1338,0.23,0.19,17,18
1339,0.23,0.2,17,18
1340,0.23,0.21,17,18
1341,0.23,0.22,17,18
1342,0.23,0.23,17,18
1343,0.23,0.24,17,18
1344,0.23,0.25,17,18
1345,0.23,0.26,17,18
1346,0.23,0.27,17,18
1347,0.23,0.28,17,18
1348,0.23,0.29,17,18
1349,0.23,0.3,17,18
1350,0.23,0.31,17,18
1351,0.23,0.32,17,18
1352,0.23,0.33,17,18
1353,0.23,0.34,17,18
1354,0.23,0.35,17,18
1355,0.23,0.36,17,18
1356,0.23,0.37,17,18
1357,0.23,0.38,17,18
1358,0.23,0.39,17,18
1359,0.23,0.4,17,18
1360,0.23,0.41,17,18
1361,0.23,0.42,17,18
1362,0.23,0.43,17,14
1363,0.23,0.44,17,14
1364,0.23,0.45,17,12
1365,0.23,0.46,17,12
1366,0.23,0.47,17,11
1367,0.23,0.48,17,11
1368,0.23,0.49,17,11
1369,0.23,0.5,17,11
1370,0.23,0.51,17,11
1371,0.23,0.52,17,9
1372,0.23,0.53,17,8
1373,0.23,0.54,17,8
1374,0.23,0.55,17,7
1375,0.23,0.56,17,7
1376,0.23,0.57,17,7
1377,0.23,0.58,17,4
1378,0.23,0.59,17,4
1379,0.23,0.6,17,3
1380,0.24,0.01,16,16
1381,0.24,0.02,16,16
1382,0.24,0.03,16,16
1383,0.24,0.04,16,16
1384,0.24,0.05,16,16
1385,0.24,0.06,16,16
1386,0.24,0.07,16,16
1387,0.24,0.08,16,16
1388,0.24,0.09,16,16
1389,0.24,0.1,16,16
1390,0.24,0.11,16,16
1391,0.24,0.12,16,16
1392,0.24,0.13,16,16
1393,0.24,0.14,16,16
1394,0.24,0.15,16,16
1395,0.24,0.16,16,16
1396,0.24,0.17,16,16
1397,0.24,0.18,16,16
1398,0.24,0.19,16,16
1399,0.24,0.2,16,16
1400,0.24,0.21,16,16
1401,0.24,0.22,16,16
1402,0.24,0.23,16,16
1403,0.24,0.24,16,16
1404,0.24,0.25,16,16
1405,0.24,0.26,16,16
1406,0.24,0.27,16,16
1407,0.24,0.28,16,16
1408,0.24,0.29,16,16
1409,0.24,0.3,16,16
1410,0.24,0.31,16,16
1411,0.24,0.32,16,16
1412,0.24,0.33,16,16
1413,0.24,0.34,16,16
1414,0.24,0.35,16,16
1415,0.24,0.36,16,16
1416,0.24,0.37,16,16
1417,0.24,0.38,16,16
1418,0.24,0.39,16,16
1419,0.24,0.4,16,16
1420,0.24,0.41,16,16
1421,0.24,0.42,16,16
1422,0.24,0.43,16,13
1423,0.24,0.44,16,13
1424,0.24,0.45,16,11
1425,0.24,0.46,16,11
1426,0.24,0.47,16,10
1427,0.24,0.48,16,10
1428,0.24,0.49,16,10
1429,0.24,0.5,16,10
1430,0.24,0.51,16,10
1431,0.24,0.52,16,9
1432,0.24,0.53,16,8
1433,0.24,0.54,16,8
1434,0.24,0.55,16,7
1435,0.24,0.56,16,7
1436,0.24,0.57,16,7
1437,0.24,0.58,16,4
1438,0.24,0.59,16,4
1439,0.24,0.6,16,3
1440,0.25,0.01,14,12
1441,0.25,0.02,14,12
1442,0.25,0.03,14,12
1443,0.25,0.04,14,12
1444,0.25,0.05,14,12
1445,0.25,0.06,14,12
1446,0.25,0.07,14,12
1447,0.25,0.08,14,12
1448,0.25,0.09,14,12
1449,0.25,0.1,14,12
1450,0.25,0.11,14,12
1451,0.25,0.12,14,12
1452,0.25,0.13,14,12
1453,0.25,0.14,14,12
1454,0.25,0.15,14,12
1455,0.25,0.16,14,12
1456,0.25,0.17,14,12
1457,0.25,0.18,14,12
1458,0.25,0.19,14,12
1459,0.25,0.2,14,12
1460,0.25,0.21,14,12
1461,0.25,0.22,14,12
1462,0.25,0.23,14,12
1463,0.25,0.24,14,12
1464,0.25,0.25,14,12
1465,0.25,0.26,14,12
1466,0.25,0.27,14,12
1467,0.25,0.28,14,12
1468,0.25,0.29,14,12
1469,0.25,0.3,14,12
1470,0.25,0.31,14,12
1471,0.25,0.32,14,12
1472,0.25,0.33,14,12
1473,0.25,0.34,14,12
1474,0.25,0.35,14,12
1475,0.25,0.36,14,12
1476,0.25,0.37,14,12
1477,0.25,0.38,14,12
1478,0.25,0.39,14,12
1479,0.25,0.4,14,12
1480,0.25,0.41,14,12
1481,0.25,0.42,14,12
1482,0.25,0.43,14,10
1483,0.25,0.44,14,10
1484,0.25,0.45,14,9
1485,0.25,0.46,14,9
1486,0.25,0.47,14,8
1487,0.25,0.48,14,8
1488,0.25,0.49,14,8
1489,0.25,0.5,14,8
1490,0.25,0.51,14,8
1491,0.25,0.52,14,7
1492,0.25,0.53,14,6
1493,0.25,0.54,14,6
1494,0.25,0.55,14,6
1495,0.25,0.56,14,6
1496,0.25,0.57,14,6
1497,0.25,0.58,14,3
1498,0.25,0.59,14,3
1499,0.25,0.6,14,2
1500,0.26,0.01,11,6
1501,0.26,0.02,11,6
1502,0.26,0.03,11,6
1503,0.26,0.04,11,6
1504,0.26,0.05,11,6
1505,0.26,0.06,11,6
1506,0.26,0.07,11,6
1507,0.26,0.08,11,6
1508,0.26,0.09,11,6
1509,0.26,0.1,11,6
1510,0.26,0.11,11,6
1511,0.26,0.12,11,6
1512,0.26,0.13,11,6
1513,0.26,0.14,11,6
1514,0.26,0.15,11,6
1515,0.26,0.16,11,6
1516,0.26,0.17,11,6
1517,0.26,0.18,11,6
1518,0.26,0.19,11,6
1519,0.26,0.2,11,6
1520,0.26,0.21,11,6
1521,0.26,0.22,11,6
1522,0.26,0.23,11,6
1523,0.26,0.24,11,6
1524,0.26,0.25,11,6
1525,0.26,0.26,11,6
1526,0.26,0.27,11,6
1527,0.26,0.28,11,6
1528,0.26,0.29,11,6
1529,0.26,0.3,11,6
1530,0.26,0.31,11,6
1531,0.26,0.32,11,6
1532,0.26,0.33,11,6
1533,0.26,0.34,11,6
1534,0.26,0.35,11,6
1535,0.26,0.36,11,6
1536,0.26,0.37,11,6
1537,0.26,0.38,11,6
1538,0.26,0.39,11,6
1539,0.26,0.4,11,6
1540,0.26,0.41,11,6
1541,0.26,0.42,11,6
1542,0.26,0.43,11,6
1543,0.26,0.44,11,6
1544,0.26,0.45,11,6
1545,0.26,0.46,11,6
1546,0.26,0.47,11,5
1547,0.26,0.48,11,5
1548,0.26,0.49,11,5
1549,0.26,0.5,11,5
1550,0.26,0.51,11,5
1551,0.26,0.52,11,4
1552,0.26,0.53,11,4
1553,0.26,0.54,11,4
1554,0.26,0.55,11,4
1555,0.26,0.56,11,4
1556,0.26,0.57,11,4
1557,0.26,0.58,11,2
1558,0.26,0.59,11,2
1559,0.26,0.6,11,1
1560,0.27,0.01,11,6
1561,0.27,0.02,11,6
1562,0.27,0.03,11,6
1563,0.27,0.04,11,6
1564,0.27,0.05,11,6
1565,0.27,0.06,11,6
1566,0.27,0.07,11,6
1567,0.27,0.08,11,6
1568,0.27,0.09,11,6
1569,0.27,0.1,11,6
1570,0.27,0.11,11,6
1571,0.27,0.12,11,6
1572,0.27,0.13,11,6
1573,0.27,0.14,11,6
1574,0.27,0.15,11,6
1575,0.27,0.16,11,6
1576,0.27,0.17,11,6
1577,0.27,0.18,11,6
1578,0.27,0.19,11,6
1579,0.27,0.2,11,6
1580,0.27,0.21,11,6
1581,0.27,0.22,11,6
1582,0.27,0.23,11,6
1583,0.27,0.24,11,6
1584,0.27,0.25,11,6
1585,0.27,0.26,11,6
1586,0.27,0.27,11,6
1587,0.27,0.28,11,6
1588,0.27,0.29,11,6
1589,0.27,0.3,11,6
1590,0.27,0.31,11,6
1591,0.27,0.32,11,6
1592,0.27,0.33,11,6
1593,0.27,0.34,11,6
1594,0.27,0.35,11,6
1595,0.27,0.36,11,6
1596,0.27,0.37,11,6
1597,0.27,0.38,11,6
1598,0.27,0.39,11,6
1599,0.27,0.4,11,6
1600,0.27,0.41,11,6
1601,0.27,0.42,11,6
1602,0.27,0.43,11,6
1603,0.27,0.44,11,6
1604,0.27,0.45,11,6
1605,0.27,0.46,11,6
1606,0.27,0.47,11,5
1607,0.27,0.48,11,5
1608,0.27,0.49,11,5
1609,0.27,0.5,11,5
1610,0.27,0.51,11,5
1611,0.27,0.52,11,4
1612,0.27,0.53,11,4
1613,0.27,0.54,11,4
1614,0.27,0.55,11,4
1615,0.27,0.56,11,4
1616,0.27,0.57,11,4
1617,0.27,0.58,11,2
1618,0.27,0.59,11,2
1619,0.27,0.6,11,1
1620,0.28,0.01,10,4
1621,0.28,0.02,10,4
1622,0.28,0.03,10,4
1623,0.28,0.04,10,4
1624,0.28,0.05,10,4
1625,0.28,0.06,10,4
1626,0.28,0.07,10,4
1627,0.28,0.08,10,4
1628,0.28,0.09,10,4
1629,0.28,0.1,10,4
1630,0.28,0.11,10,4
1631,0.28,0.12,10,4
1632,0.28,0.13,10,4
1633,0.28,0.14,10,4
1634,0.28,0.15,10,4
1635,0.28,0.16,10,4
1636,0.28,0.17,10,4
1637,0.28,0.18,10,4
1638,0.28,0.19,10,4
1639,0.28,0.2,10,4
1640,0.28,0.21,10,4
1641,0.28,0.22,10,4
1642,0.28,0.23,10,4
1643,0.28,0.24,10,4
1644,0.28,0.25,10,4
1645,0.28,0.26,10,4
1646,0.28,0.27,10,4
1647,0.28,0.28,10,4
1648,0.28,0.29,10,4
1649,0.28,0.3,10,4
1650,0.28,0.31,10,4
1651,0.28,0.32,10,4
1652,0.28,0.33,10,4
1653,0.28,0.34,10,4
1654,0.28,0.35,10,4
1655,0.28,0.36,10,4
1656,0.28,0.37,10,4
1657,0.28,0.38,10,4
1658,0.28,0.39,10,4
1659,0.28,0.4,10,4
1660,0.28,0.41,10,4
1661,0.28,0.42,10,4
1662,0.28,0.43,10,4
1663,0.28,0.44,10,4
1664,0.28,0.45,10,4
1665,0.28,0.46,10,4
1666,0.28,0.47,10,4
1667,0.28,0.48,10,4
1668,0.28,0.49,10,4
1669,0.28,0.5,10,4
1670,0.28,0.51,10,4
1671,0.28,0.52,10,3
1672,0.28,0.53,10,3
1673,0.28,0.54,10,3
1674,0.28,0.55,10,3
1675,0.28,0.56,10,3
1676,0.28,0.57,10,3
1677,0.28,0.58,10,2
1678,0.28,0.59,10,2
1679,0.28,0.6,10,1
1680,0.29,0.01,10,4
1681,0.29,0.02,10,4
1682,0.29,0.03,10,4
1683,0.29,0.04,10,4
1684,0.29,0.05,10,4
1685,0.29,0.06,10,4
1686,0.29,0.07,10,4
1687,0.29,0.08,10,4
1688,0.29,0.09,10,4
1689,0.29,0.1,10,4
1690,0.29,0.11,10,4
1691,0.29,0.12,10,4
1692,0.29,0.13,10,4
1693,0.29,0.14,10,4
1694,0.29,0.15,10,4
1695,0.29,0.16,10,4
1696,0.29,0.17,10,4
1697,0.29,0.18,10,4
1698,0.29,0.19,10,4
1699,0.29,0.2,10,4
1700,0.29,0.21,10,4
1701,0.29,0.22,10,4
1702,0.29,0.23,10,4
1703,0.29,0.24,10,4
1704,0.29,0.25,10,4
1705,0.29,0.26,10,4
1706,0.29,0.27,10,4
1707,0.29,0.28,10,4
1708,0.29,0.29,10,4
1709,0.29,0.3,10,4
1710,0.29,0.31,10,4
1711,0.29,0.32,10,4
1712,0.29,0.33,10,4
1713,0.29,0.34,10,4
1714,0.29,0.35,10,4
1715,0.29,0.36,10,4
1716,0.29,0.37,10,4
1717,0.29,0.38,10,4
1718,0.29,0.39,10,4
1719,0.29,0.4,10,4
1720,0.29,0.41,10,4
1721,0.29,0.42,10,4
1722,0.29,0.43,10,4
1723,0.29,0.44,10,4
1724,0.29,0.45,10,4
1725,0.29,0.46,10,4
1726,0.29,0.47,10,4
1727,0.29,0.48,10,4
1728,0.29,0.49,10,4
1729,0.29,0.5,10,4
1730,0.29,0.51,10,4
1731,0.29,0.52,10,3
1732,0.29,0.53,10,3
1733,0.29,0.54,10,3
1734,0.29,0.55,10,3
1735,0.29,0.56,10,3
1736,0.29,0.57,10,3
1737,0.29,0.58,10,2
1738,0.29,0.59,10,2
1739,0.29,0.6,10,1
1740,0.3,0.01,9,2
1741,0.3,0.02,9,2
1742,0.3,0.03,9,2
1743,0.3,0.04,9,2
1744,0.3,0.05,9,2
1745,0.3,0.06,9,2
1746,0.3,0.07,9,2
1747,0.3,0.08,9,2
1748,0.3,0.09,9,2
1749,0.3,0.1,9,2
1750,0.3,0.11,9,2
1751,0.3,0.12,9,2
1752,0.3,0.13,9,2
1753,0.3,0.14,9,2
1754,0.3,0.15,9,2
1755,0.3,0.16,9,2
1756,0.3,0.17,9,2
1757,0.3,0.18,9,2
1758,0.3,0.19,9,2
1759,0.3,0.2,9,2
1760,0.3,0.21,9,2
1761,0.3,0.22,9,2
1762,0.3,0.23,9,2
1763,0.3,0.24,9,2
1764,0.3,0.25,9,2
1765,0.3,0.26,9,2
1766,0.3,0.27,9,2
1767,0.3,0.28,9,2
1768,0.3,0.29,9,2
1769,0.3,0.3,9,2
1770,0.3,0.31,9,2
1771,0.3,0.32,9,2
1772,0.3,0.33,9,2
1773,0.3,0.34,9,2
1774,0.3,0.35,9,2
1775,0.3,0.36,9,2
1776,0.3,0.37,9,2
1777,0.3,0.38,9,2
1778,0.3,0.39,9,2
1779,0.3,0.4,9,2
1780,0.3,0.41,9,2
1781,0.3,0.42,9,2
1782,0.3,0.43,9,2
1783,0.3,0.44,9,2
1784,0.3,0.45,9,2
1785,0.3,0.46,9,2
1786,0.3,0.47,9,2
1787,0.3,0.48,9,2
1788,0.3,0.49,9,2
1789,0.3,0.5,9,2
1790,0.3,0.51,9,2
1791,0.3,0.52,9,2
1792,0.3,0.53,9,2
1793,0.3,0.54,9,2
1794,0.3,0.55,9,2
1795,0.3,0.56,9,2
1796,0.3,0.57,9,2
1797,0.3,0.58,9,1
1798,0.3,0.59,9,1
1799,0.3,0.6,9,0
